Title,Artist,ArtistBio,Date,Medium,Dimensions,CreditLine,MoMANumber,Classification,Department,DateAcquired,CuratorApproved,ObjectID,URL,Width,Height
Color Studies,Jan Dibbets,"(Dutch, born 1941)",1973,Chromogenic color print,"8 9/16 x 11 3/16"" (21.7 x 28.4 cm)",Anonymous gift,221.2014.279,Photograph,Photography,2014-05-08,N,185522,,21.7,28.4
"""Senator Joseph R. McCarthy and Roy Cohn""",Associated Press,,1954,Gelatin silver print,"6 9/16 x 8 9/16"" (16.7 x 21.7 cm)",The New York Times Collection,1939.2001,Photograph,Photography,2001-06-14,Y,58532,http://www.moma.org/collection/works/58532,16.7,21.7
Untitled,Bishin Jumonji,"(Japanese, born 1947)",1971,Gelatin silver print,"19 x 19"" (48.3 x 48.3 cm)",Gift of the photographer,83.1977,Photograph,Photography,1977-03-10,N,45887,,48.3,48.3
Cincinnati,Lee Friedlander,"(American, born 1934)",1965,Gelatin silver print,"5 11/16 x 8 11/16"" (14.4 x 22 cm)",Purchase,366.2,Photograph,Photography,2000-10-12,N,51853,,14.4,22
Okinawan Victim of the Atomic Bomb Explosion in Hiroshima,Shomei Tomatsu,"(Japanese, 1930â€“2012)",1969,Gelatin silver print,"19 7/8 x 29 3/8"" (50.5 x 74.7 cm)",Gift of the photographer,404.1977,Photograph,Photography,1977-10-13,N,52707,,50.5,74.7
"81st Street and Broadway, New York",Michael Spano,"(American, born 1949)",1983,Gelatin silver print,"34 x 27 1/8"" (86.7 x 66.8 cm)",Robert B. Menschel Fund,485.1984,Photograph,Photography,1984-12-05,N,54211,,86.7,66.8
Untitled,Garry Winogrand,"(American, 1928â€“1984)",1962,Gelatin silver print,"9 1/16 x 13 3/8"" (23 x 34 cm)",Purchase and gift of Barbara Schwartz in memory of Eugene M. Schwartz,482.1998,Photograph,Photography,1998-06-11,N,54171,,23,34
"Meudon, near Paris",Henri Cartier-Bresson,"(French, 1908â€“2004)",1964,Gelatin silver print,"15 9/16 x 23 1/8"" (39.5 x 58.7 cm)",Gift of the photographer,203.2009,Photograph,Photography,2009-02-09,N,110855,,39.5,58.7
"Anna Friedlander. Los Angeles, California",Lee Friedlander,"(American, born 1934)",1970,Gelatin silver print,"11 1/4 x 7 1/2"" (28.5 x 19.1 cm)",Acquired through the generosity of Shirley C. Burden,410.1986,Photograph,Photography,1986-12-18,N,52875,,28.5,19.1
Cuadrado Negro o MalÃ©vich Lumpen (Black Square or MalÃ©vich Lumpen),Rosemberg Sandoval,"(Colombian, born 1959)",1980,Synthetic polymer paint on cloth diaper,"28 1/2 x 23 3/4"" (72.4 x 60.3 cm)",Latin American and Caribbean Fund,690.2015,Drawing,Drawings,2015-06-03,Y,191241,http://www.moma.org/collection/works/191241,72.4,60.3
Rower (Canotier),Antonio Segui,"(Argentine, born 1934)",1970,Pencil and tempera on paper,"sheet 19 3/4 x 25 1/2"" (50 x 64.7 cm)",David Rockefeller Latin American Fund,282.1972,Drawing,Drawings,1972-10-05,Y,35975,http://www.moma.org/collection/works/35975,50,64.7
Drawing-Asymmetry #10,Jackson Mac Low,"(American, 1922â€“2004)",1961,Ink on paper,"sheet: 8 9/16 x 11 7/8"" (21.7 x 30.2 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,2579.2008,Drawing,Prints & Illustrated Books,2008-10-08,Y,127454,http://www.moma.org/collection/works/127454,21.7,30.2
ArrivÃ©e du magicien (Arrival of the Magician),Davor Vrankic,"(Croatian, born 1965)",1998,Graphite on paper,"19 3/4 x 12 3/4"" (50.2 x 32.4 cm)",Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,2461.2001.12,Drawing,Drawings,2001-10-11,N,82590,,50.2,32.4
Switzerland and Other Islands,Aleksandra Mir,"(American and Swedish, born Poland 1967)",2006,Invitation card,"sheet: 5 13/16 x 8 1/4"" (14.7 x 20.9 cm)",Acquired through the generosity of Richard Gerrig and Timothy Peterson,125.2012.123,Print,Prints & Illustrated Books,2012-02-07,N,166537,,14.7,20.9
Study for Homage to the Square: Night Shades,Josef Albers,"(American, born Germany. 1888â€“1976)",1956,Oil on composition board,"23 7/8 x 23 7/8"" (60.7 x 60.7 cm)",Gift of Mrs. Bliss Parkinson,275.1961,Painting,Painting & Sculpture,1961-10-10,Y,79363,http://www.moma.org/collection/works/79363,60.7,60.7
Yellow Window,Sonia Gechtoff,"(American, born 1926)",1975,Pencil and synthetic polymer paint on paper,"15 x 11 7/8"" (38 x 30.3 cm)",Acquired with matching funds from Mrs. Edwin L. Hilson and the National Endowment for the Arts,15.1977,Drawing,Drawings,1977-02-02,Y,33195,http://www.moma.org/collection/works/33195,38,30.3
Eclipse,Gilda Mantilla,"(Peruvian, born United States 1967)",2007,Colored pencil and synthetic polymer paint on paper,"15 x 22"" (38.1 x 55.9 cm)",Fund for the Twenty-First Century,1866.2008,Drawing,Drawings,2008-11-11,Y,118691,http://www.moma.org/collection/works/118691,38.1,55.9
"Rochester, New York",Lee Friedlander,"(American, born 1934)",1974,Gelatin silver print,"11 5/16 x 7 9/16"" (28.8 x 19.2 cm)",Acquired through the generosity of Shirley C. Burden,415.1986,Photograph,Photography,1986-12-18,N,53077,,28.8,19.2
10 Synthetic Landscapes,Syl Labrot,"(American, 1929â€“1977)",1974,Photographic silkscreen print,"22 1/16 x 28"" (56 x 71.1 cm)",Vera Louise Fraser Fund,68.1973.3,Photograph,Photography,1973-02-13,N,141860,,56,71.1
Untitled (prisoner #3 of the Khmer Rouge),Nhem Ein,"(Cambodian, born 1959)",1975,"Gelatin silver print, printed 1994","10 5/16 x 10 3/8"" (26.2 x 26.3 cm)",Arthur M. Bullowa Fund and Geraldine Murphy Fund,678.1995,Photograph,Photography,1995-06-15,Y,56010,http://www.moma.org/collection/works/56010,26.2,26.3
The Birds,Ken Solomon,"(American, born 1971)",2004,"Colored pencil, pencil, colored ink, ink, and postage stamps on envelope","6 1/4 x 6 3/8"" (15.9 x 16.2 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,3130.2005,Drawing,Drawings,2005-05-10,Y,97433,http://www.moma.org/collection/works/97433,15.9,16.2
Fear Not,Gabriel Orozco,"(Mexican, born 1962)",2001,Synthetic polymer paint and felt-tip pen on paper,"11 x 8 1/2"" (27.9 x 21.6 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,2593.2005,Drawing,Drawings,2005-05-10,Y,96874,http://www.moma.org/collection/works/96874,27.9,21.6
Trace,Robert Watts,"(American, 1923â€“1988)",1963,"Ballpoint pen, masking tape, and scorch mark on board","sheet: 11 5/16 x 4 15/16"" (28.7 x 12.6 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,2804.2008,Drawing,Prints & Illustrated Books,2008-10-08,N,127610,,28.7,12.6
"Social Studies, Rebecca, Christa, Molly and Kim, Room 306, Tobin School, Cambridge",Nicholas Nixon,"(American, born 1947)",1993,Gelatin silver print,"15 1/8 x 18 7/8"" (38.5 x 48 cm)",Christie Calder Salomon Fund,645.1995,Photograph,Photography,1995-06-15,N,55803,,38.5,48
Structure Studies,Jan Dibbets,"(Dutch, born 1941)",1973,Chromogenic color print,"8 9/16 x 11 3/16"" (21.7 x 28.4 cm)",Anonymous gift,221.2014.244,Photograph,Photography,2014-05-08,N,185487,,21.7,28.4
Untitled,William Gedney,"(American, 1932â€“1989)",1979,"Gelatin silver print, printed 1981","7 x 10 5/8"" (18 x 27.1 cm)",The Family of Man Fund,271.1985,Photograph,Photography,1985-10-02,Y,49816,http://www.moma.org/collection/works/49816,18,27.1
Work 60 C,Nankoku Hidai,"(Japanese, 1912â€“1999)",1960,Brush and ink on paper mounted on plywood,"9 x 6 5/8"" (22.9 x 16.8 cm)",Mr. and Mrs. Donald B. Straus Fund,5.1961,Drawing,Drawings,1961-01-10,Y,33024,http://www.moma.org/collection/works/33024,22.9,16.8
Untitled from Metaphores and Metamorphoses Metaphores and Metamorphoses VIII,Hedda Sterne,"(American, born Romania 1910â€“2011)",1967,One from a portfolio of nine lithographs,"composition and sheet: 20 1/16 x 20 1/16"" (51 x 51 cm)","Gift of Kleiner, Bell & Co.",2055.1967.8,Print,Prints & Illustrated Books,1974-01-10,Y,77946,http://www.moma.org/collection/works/77946,51,51
"Sceaux, France",Lee Friedlander,"(American, born 1934)",1973,Gelatin silver print,"7 7/16 x 11 1/8"" (18.8 x 28.2 cm)",Gift of Marty Sklar,17.1984,Photograph,Photography,1984-01-12,N,44020,,18.8,28.2
Broken Spaces #1,Jack Whitten,"(American, born 1939)",1974,Toner on paper,"17 1/8 x 22 1/4"" (43.5 x 56.5 cm)",Purchased with funds provided by Dian Woodner in honor of The Friends of Education of The Museum of Modern Art,577.2007,Drawing,Drawings,2007-10-09,Y,110295,http://www.moma.org/collection/works/110295,43.5,56.5
"LANDSCAPE # 2, NEW MEXICO",William Clift,"(American, born 1944)",1978,Gelatin silver print,"13 3/8 x 19"" (34 x 48.2 cm)",John Parkinson III Fund,386.198,Photograph,Photography,1980-03-13,N,52308,,34,48.2
Sheep can never sleep,Yoshitomo Nara,"(Japanese, born 1959)",1992,.a) recto: Felt-tip pen on notebook paper .b) verso: Felt-tip pen on printed paper,"5 7/8 x 4 1/8"" (14.9 x 10.5 cm)",Fractional and promised gift of David Teiger in honor of Agnes Gund,410.2002.29a-b,Drawing,Drawings,2002-12-10,Y,88442,http://www.moma.org/collection/works/88442,14.9,10.5
Untitled (layered cityscape),Randall Sellers,"(American, born 1969)",2003,Pencil on paper,"8 x 10"" (20.3 x 25.4 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,3053.2005,Drawing,Drawings,2005-05-10,Y,97355,http://www.moma.org/collection/works/97355,20.3,25.4
Untitled from Women are Beautiful,Garry Winogrand,"(American, 1928â€“1984)",1971,Gelatin silver print,"8 3/4 x 13 1/8"" (22.2 x 33.3 cm)",Gift of Mitchell Deutsch,347.199,Photograph,Photography,1990-06-07,N,51426,,22.2,33.3
"Untitled. (portrait of man, pronounced halftone)",Michael Schmidt,"(German, 1945â€“2014)",1991,Gelatin silver print,"19 7/8 x 13 1/2"" (50.5 x 34.3 cm)",Horace W. Goldsmith Fund through Robert B. Menschel and purchase,845.1998.53,Photograph,Photography,1998-12-10,N,56837,,50.5,34.3
"10,000 Customers",Zheng Guogu,"(Chinese, born 1970)",1997,Chromogenic color print,"22 3/4 x 34 1/8"" (57.8 x 86.6 cm)",Gift of Larry Warsh,410.2008,Photograph,Photography,2008-05-15,Y,117270,http://www.moma.org/collection/works/117270,57.8,86.6
Untitled from the portfolio CHARADES,Jacob Landau,"(American, 1917â€“2001)",1965,"Lithograph, printed in black","circle composition 6 3/8 x 6 3/8"" (16.2 x 16.2 cm)",,1564.1967.3,Print,Prints & Illustrated Books,1969-12-04,N,77173,,16.2,16.2
"Old Man with Cart, East Germany",Eberhard Grames,"(German, born 1953)",1990,Chromogenic color print,"15 3/4 x 19 3/4"" (40 x 50.2 cm)",Horace W. Goldsmith Fund through Robert B. Menschel,174.1992.x1-x2,Photograph,Photography,1992-04-02,Y,47381,http://www.moma.org/collection/works/47381,40,50.2
I Am Still Alive,On Kawara,"(Japanese, 1933â€“2014)",1973,Ballpoint pen on four telegrams,"Each: 5 7/8 x 8 1/4"" (14.9 x 21 cm)","The Judith Rothschild Foundation Contemporary Drawings Collection Gift (purchase, and gift, in part, of The Eileen and Michael Cohen Collection)",2035.2005.a-d,Drawing,Drawings,2005-05-10,Y,96314,http://www.moma.org/collection/works/96314,14.9,21
Hillock,Vasily Yakovlovich Sitnikov,"(Russian, 1915â€“1987)",1962,Oil and colored crayon on paper,"23 5/8 x 32 3/4"" (59.8 x 83.2 cm)",Given anonymously,404.1963,Drawing,Drawings,1963-10-08,Y,36759,http://www.moma.org/collection/works/36759,59.8,83.2
BOSC,Olivia Parker,"(American, born 1941)",1977,Gelatin silver print,"4 7/8 x 6 7/8"" (12.5 x 17.5 cm)",,520.1980.1,Photograph,Photography,1980-10-23,N,54654,,12.5,17.5
Untitled (green field),Iran do EspÃ­rito Santo,"(Brazilian, born 1963)",1999,Gouache and pencil on paper,"13 7/8 x 11"" (35.2 x 27.9 cm)",Purchase,2414.2001,Drawing,Drawings,2001-10-11,Y,82261,http://www.moma.org/collection/works/82261,35.2,27.9
Boxing Jesus,Jean-Luc Verna,"(French, born 1966)",1996,Transfer drawing with colored pencil on four book pages,"14 1/2 x 9 1/2"" (36.8 x 24.1 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,3334.2005,Drawing,Drawings,2005-05-10,Y,97640,http://www.moma.org/collection/works/97640,36.8,24.1
The Constellation - Ten Flemish Actors,MichaÃ«l Borremans,"(Belgian, born 1963)",2000,"Pencil, watercolor, and varnish on paper","11 x 8 3/4"" (28 x 22.2 cm)","Purchased with funds provided by The Buddy Taub Foundation, Jill and Dennis A. Roach, Directors",297.2002,Drawing,Drawings,2002-10-15,Y,86487,http://www.moma.org/collection/works/86487,28,22.2
"Albuquerque, New Mexico",Lee Friedlander,"(American, born 1934)",1972,Gelatin silver print,"15 1/4 x 22 11/16"" (38.7 x 57.7 cm)",Purchase,1153.2,Photograph,Photography,2000-10-12,Y,57736,http://www.moma.org/collection/works/57736,38.7,57.7
"DUNES, OCEANO, CALIFORNIA",Brett Weston,"(American, 1911â€“1993)",1951,Gelatin silver print,"7 5/8 x 9 5/8"" (19.3 x 24.4 cm)",Gift of David H. McAlpin,1833.1968,Photograph,Photography,1968-05-01,N,58416,,19.3,24.4
Untitled (Lick),Lyle Starr,"(American, born 1962)",2004,Airbrush and ink on eight pieces of paper,"Each: 11 x 13"" (27.9 x 33 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,3143.2005.1-8,Drawing,Drawings,2005-05-10,N,97445,,27.9,33
"Sumter, Georgia. (grassy road and telephone poles)",William Eggleston,"(American, born 1939)",1976,Chromogenic color print,"10 1/4 x 14 7/8"" (25.9 x 37.9 cm)","Partial gift of Shirley C. Burden, by exchange",217.1986.27,Photograph,Photography,1986-05-22,N,48717,,25.9,37.9
Plum Tree (El Arbol de los Circelos),Flor GarduÃ±o,"(Mexican, born 1957)",1982,"Gelatin silver print, printed 1986","9 x 11 7/8"" (23 x 30.3 cm)",Gift of the photographer,357.1986,Photograph,Photography,1986-10-16,N,51653,,23,30.3
"Bomb, Destroyed Vehicles and Lone Rock",Richard Misrach,"(American, born 1949)",1987,"Pigmented inkjet print, printed 2014","18 3/16 x 23 3/16"" (46.2 x 58.9 cm)",Committee on Photography Fund,945.2014,Photograph,Photography,2014-10-09,Y,185917,http://www.moma.org/collection/works/185917,46.2,58.9
Untitled,Arturo Herrera,"(Venezuelan, born 1959)",1997,Cut and pasted printed paper with gouache and crayon on envelope,"11 7/8 x 8 7/8"" (30.2 x 22.5 cm)",Gift of Susan and Lewis Manilow,400.2002.6,Drawing,Drawings,2002-12-10,Y,86940,http://www.moma.org/collection/works/86940,30.2,22.5
Drawing 1968-69,Reiner Ruthenbeck,"(German, born 1937)",1968,Ink and crayon on paper,"8 1/4 x 11 3/4"" (20.9 x 29.7 cm)",Gift of The Cosmopolitan Arts Foundation,121.1979,Drawing,Drawings,1979-05-07,Y,34200,http://www.moma.org/collection/works/34200,20.9,29.7
Untitled (bricked doorway),Janusz Lesniak,"(Polish, born 1947)",1976,Gelatin silver print,"8 11/16 x 10 3/8"" (22.1 x 26.4 cm)",Gift of the photographer,576.1987.9,Photograph,Photography,1987-12-10,N,141309,,22.1,26.4
Piccole Note,Anna Maria Maiolino,"(Brazilian, born Italy 1942)",1985,Ink on paper,"8 5/8 x 12 3/8"" (21.9 x 31.4 cm)",Purchase,2423.2001.3,Drawing,Drawings,2001-10-11,Y,82541,http://www.moma.org/collection/works/82541,21.9,31.4
Untitled,Philip Elliott,"(American, 1903â€“1985)",1952,Gelatin silver print,"8 3/4 x 13 1/8"" (22.2 x 33.3 cm)",Gift of Virginia Cuthbert Elliott,278.199,Photograph,Photography,1990-06-07,N,49897,,22.2,33.3
"Burial, Guatemala",Rosalind Fox Solomon,"(American, born 1930)",1979,"Gelatin silver print, printed 1986","14 3/4 x 14 7/8"" (37.6 x 37.8 cm)",Gift of the photographer,367.1986,Photograph,Photography,1986-10-16,Y,51890,http://www.moma.org/collection/works/51890,37.6,37.8
WALL SITE #34,Leland Rice,"(American, born 1940)",1977,Chromogenic color print,"14 1/2 x 17 9/16"" (36.9 x 44.6 cm)","Acquired with matching funds from the Frank Strick Foundation and the National Endowment for the Arts, 1978",207.1978,Photograph,Photography,1978-02-09,N,48490,,36.9,44.6
Melon,Gabriel Orozco,"(Mexican, born 1962)",1993,Silver dye bleach print,"12 1/2 x 18 1/2"" (31.7 x 47 cm)",The Family of Man Fund,104.1999.x1-x2,Photograph,Photography,1999-03-11,Y,46325,http://www.moma.org/collection/works/46325,31.7,47
Calligraph,Herbert Ferber,"(American, 1906â€“1991)",1959,Gouache on paper,"22 1/8 x 15 1/8"" (56.1 x 38.2 cm)",Gift of the artist,1152.1969,Drawing,Drawings,1970-03-05,Y,38460,http://www.moma.org/collection/works/38460,56.1,38.2
Memphis,William Eggleston,"(American, born 1939)",1971,Dye transfer print,"13 x 19 5/16"" (33.1 x 49 cm)",Gilman Foundation Fund,188.1975.12,Photograph,Photography,1975-05-14,N,48033,,33.1,49
"Montreal, Canada",Lee Friedlander,"(American, born 1934)",1977,Gelatin silver print,"11 3/16 x 7 1/2"" (28.4 x 19 cm)",Purchase,542.2,Photograph,Photography,2000-10-12,N,54906,,28.4,19
Untitled (Winged Smoke Volcano),Violet Hopkins,"(American, born 1973)",2002,Colored pencil on paper on aluminum,"3 3/4 x 3 3/4"" (9.5 x 9.5 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1920.2005,Drawing,Drawings,2005-05-10,Y,96202,http://www.moma.org/collection/works/96202,9.5,9.5
"Untitled (Studies for a ""Bouquet-like"" Sculptural Form)",Alina Szapocznikow,"(Polish, 1926â€“1973)",1964,Ballpoint pen on paper,"10 5/8 x 8 1/4"" (27 x 21 cm)",Gift of The Judith Rothschild Foundation,1415.2007,Drawing,Drawings,2007-12-11,Y,113208,http://www.moma.org/collection/works/113208,27,21
Glove,Giuseppe Penone,"(Italian, born 1947)",1972,Chromogenic color print,"13 5/16 x 16 1/4"" (33.8 x 41.2 cm)",Art & Project/Depot VBVR Gift,193.2008,Photograph,Photography,2008-02-14,N,109645,,33.8,41.2
"Ken Waters; 28 years old; Atlanta, Georgia; $30",Philip-Lorca diCorcia,"(American, born 1951)",1990,Chromogenic color print,"15 3/8 x 22 15/16"" (39 x 58.3 cm)",Gift of Carol and Arthur Goldberg,1198.2001.x1-x2,Photograph,Photography,2001-04-12,Y,57860,http://www.moma.org/collection/works/57860,39,58.3
William Christenberry. Alabama,Lee Friedlander,"(American, born 1934)",1983,Gelatin silver print,"8 9/16 x 12 15/16"" (21.7 x 32.8 cm)",Purchase,643.2,Photograph,Photography,2000-10-12,N,55784,,21.7,32.8
"Colstrip, Montana",David T. Hanson,"(American, born 1948)",1984,Chromogenic color print,"17 7/8 x 22 1/16"" (45.3 x 56.1 cm)",Acquired through the generosity of Shirley C. Burden,76.1984.x1-x2,Photograph,Photography,1984-03-15,Y,45740,http://www.moma.org/collection/works/45740,45.3,56.1
Untitled,Mark Lombardi,"(American, 1951â€“2000)",1994,Felt-tip pen on notebook paper,"11 x 14"" (27.9 x 35.6 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,2242.2005,Drawing,Drawings,2005-05-10,Y,96553,http://www.moma.org/collection/works/96553,27.9,35.6
"Aurora, Colorado",Robert Adams,"(American, born 1937)",1979,"Gelatin silver print, printed 1990","10 7/8 x 11"" (27.7 x 28 cm)",Gift of Arthur M. Bullowa,847.1996,Photograph,Photography,1996-12-10,Y,56922,http://www.moma.org/collection/works/56922,27.7,28
"Trio for Ladder, Mud and Pebbles",George Maciunas,"(American, born Lithuania. 1931â€“1978)",1962,Diazotype,"sheet: 6 1/8 x 10 1/8"" (15.6 x 25.7 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,2385.2008.2,Print,Prints & Illustrated Books,2008-10-08,N,159204,,15.6,25.7
Untitled. (woman lounging with hands covering face),Michael Schmidt,"(German, 1945â€“2014)",1965,Gelatin silver print,"8 11/16 x 5 3/4"" (22.1 x 14.6 cm)",The Family of Man Fund,802.1998,Photograph,Photography,1998-12-10,N,56471,,22.1,14.6
Anoda Sistem,Ghariokwu Lemi,"(Nigerian, born 1955)",2002,"Gouache, ink, and pastel on printed paper","11 1/8 x 11"" (28.3 x 27.9 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,2202.2005,Drawing,Drawings,2005-05-10,Y,96486,http://www.moma.org/collection/works/96486,28.3,27.9
"Crenshaw, Mississippi",William Eggleston,"(American, born 1939)",1969,Dye transfer print,"11 9/16 x 17 15/16"" (29.4 x 45.5 cm)",Purchase,360.1978,Photograph,Photography,1978-05-11,Y,51735,http://www.moma.org/collection/works/51735,29.4,45.5
Untitled from the portfolio WITH THE GRAIN OF THE WOOD,Pierre Alechinsky,"(Belgian, born 1927)",1973,,"irreg composition 19 15/16 x 23 5/8"" (50.6 x 60 cm)",Gift of the artist,586.1978.2,Print,Prints & Illustrated Books,1978-10-17,N,71527,,50.6,60
Untitled (page from Sump),Jerome Neuner,"(American, born 1945)",1994,Page with chromogenic color print and text,"12 x 9 1/2"" (30.5 x 24.1 cm)",E.T. Harmax Foundation Fund,415.2006.116,Photograph,Photography,2006-05-11,N,103425,,30.5,24.1
29 Palms: Mortar Impact,An-My LÃª,"(American, born Vietnam 1960)",2003,Gelatin silver print,"26 1/2 x 38 1/16"" (67.3 x 96.7 cm)",Robert B. Menschel Fund,11.2005,Photograph,Photography,2005-01-12,Y,94794,http://www.moma.org/collection/works/94794,67.3,96.7
"To 16th Street, New York City",Bill Aron,"(American, born 1941)",1976,Gelatin silver print,"11 5/16 x 16 1/2"" (28.7 x 42.0 cm)",Gift of Shirley C. Burden,463.1981,Photograph,Photography,1981-12-17,Y,53717,http://www.moma.org/collection/works/53717,28.7,42
Evening,Dorothea Lange,"(American, 1895â€“1965)",1953,"Gelatin silver print, printed 1965","6 7/16 x 6 1/8"" (16.4 x 15.6 cm)",Purchase,610.1995,Photograph,Photography,1995-06-15,N,55576,,16.4,15.6
Untitled,Unknown photographer,,1984,Chromogenic color print,"5 7/8 x 3 15/16"" (15 x 10 cm)",Gift of Peter J. Cohen,646.201,Photograph,Photography,2010-10-07,Y,141091,http://www.moma.org/collection/works/141091,15,10
Untitled,Lari Pittman,"(American, born 1952)",2002,Synthetic polymer paint and spray paint on paper,"29 x 23"" (73.7 x 58.4 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,2806.2005,Drawing,Drawings,2005-05-10,Y,97089,http://www.moma.org/collection/works/97089,73.7,58.4
Untitled,Michael Schmidt,"(German, 1945â€“2014)",1980,"Gelatin silver print, printed 1993","6 5/16 x 8 13/16"" (16 x 22.4 cm)","Samuel J. Wagstaff, Jr. Fund",828.1998,Photograph,Photography,1998-12-10,N,56607,,16,22.4
"DURING THE PAST FEW YEARS, THE ONLY PHOTOGRAPHY JOBS I'VE CHEERFULLY ACCEPTED ARE WEDDINGS",Antonio Mendoza,"(American, born 1941)",1983,Gelatin silver print,"sheet 14 x 10 7/8"" (35.5 x 27.6 cm)",Acquired through the generosity of the Joel W. Solomon Estate,476.1984.37,Photograph,Photography,1984-12-05,N,54050,,35.5,27.6
Untitled (Lick),Lyle Starr,"(American, born 1962)",2004,Airbrush and ink on paper,"11 x 13"" (27.9 x 33 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,3143.2005.5,Drawing,Drawings,2005-05-10,Y,117535,http://www.moma.org/collection/works/117535,27.9,33
Figure in a Landscape,Jean Dubuffet,"(French, 1901â€“1985)",1960,Ink on paper,"9 1/4 x 12"" (23.3 x 30.3 cm)",The Joan and Lester Avnet Collection,71.1978,Drawing,Drawings,1978-04-04,Y,33625,http://www.moma.org/collection/works/33625,23.3,30.3
Study for White Plaque: Bridge Arch and Reflection,Ellsworth Kelly,"(American, 1923 - 2015)",1951,Cut-and-pasted colored paper on paper,"20 1/4 x 14 1/4"" (51.4 x 36.1 cm)","Gift of the artist in honor of Mr. and Mrs. Joseph Pulitzer, Jr.",505.1997,Drawing,Drawings,1997-10-23,Y,37229,http://www.moma.org/collection/works/37229,51.4,36.1
Last Kamikaze,Yoshitomo Nara,"(Japanese, born 1959)",1997,"Colored pencil, felt-tip pen, and crayon on notebook paper","9 x 6"" (22.9 x 15.2 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,2518.2005,Drawing,Drawings,2005-05-10,Y,96800,http://www.moma.org/collection/works/96800,22.9,15.2
Rowboat under Snow,Jean Boucher,(French),1953,Gelatin silver print,"8 1/2 x 15 3/8""(21.6 x 38.9 cm)",Gift of the photographer,429.196,Photograph,Photography,1960-11-30,Y,53262,http://www.moma.org/collection/works/53262,21.6,38.9
Analogue,Zoe Leonard,"(American, born 1961)",1998,11 chromogenic color prints and 1 gelatin silver prints,"Each 11 x 11"" (27.9 x 27.9 cm)","Analogue was made possible through the Artist's Residency program at the Wexner Center for the Arts at The Ohio State University. 
 Acquired through the generosity of the Contemporary Arts Council of The Museum of Modern Art, the Fund for the Twenty-First Century, The Modern Women's Fund, and Carol Appel",511.2013.255-266.x1-x2,Photograph,Photography,2013-05-09,Y,171300,http://www.moma.org/collection/works/171300,27.9,27.9
Snow Angel (Another Bigfoot Sighting),Kelly McLane,"(American, born 1968)",2003,"Pencil, colored pencil, and synthetic polymer paint on paper","30 x 22 1/2"" (76.2 x 57.2 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,2413.2005,Drawing,Drawings,2005-05-10,Y,96686,http://www.moma.org/collection/works/96686,76.2,57.2
The Quadrants of Emmen,Robert Smithson,"(American, 1938â€“1973)",1971,Pencil on paper,"15 x 12"" (38.1 x 30.5 cm)",Gift of Sarah-Ann and Werner H. Kramarsky,177.2004,Drawing,Drawings,2004-05-11,Y,90731,http://www.moma.org/collection/works/90731,38.1,30.5
Stone,Agnes Martin,"(American, born Canada. 1912â€“2004)",1964,Ink on paper,"10 7/8 x 10 7/8"" (27.7 x 27.7 cm)",Eugene and Clare Thaw Fund,606.1964,Drawing,Drawings,1964-10-06,Y,37559,http://www.moma.org/collection/works/37559,27.7,27.7
The Breaking of the Marble,"Italo Scanga, Harry Shunk, JÃ¡nos Kender","(American, 1932â€“2001) (German, 1924â€“2006) (Hungarian, 1937â€“2009)",1971,Gelatin silver print,"6 5/8 x 9 11/16"" (16.9 x 24.6 cm)",Gift of the Roy Lichtenstein Foundation in honor of Jennifer Winkworth and Kynaston McShine and in memory of Harry Shunk and JÃ¡nos Kender,1018.2013.352,Photograph,Photography,2013-10-24,Y,176261,http://www.moma.org/collection/works/176261,16.9,24.6
The Bastard Word,Fiona Banner,"(British, born 1966)",2007,Artist's newspaper,"Page: 17 1/8 x 11 7/16"" (43.5 x 29 cm)",Anonymous gift,556.2014.27.x1-x2,Print,Prints & Illustrated Books,2014-10-02,N,188869,,43.5,29
"Mother and Daughter, Halloween from the series Feminine Identity",Melissa Ann Pinney,"(American, born 1953)",1988,Chromogenic color print,"20 1/2 x 30 1/2"" (52 x 77.5 cm)",Horace W. Goldsmith Fund through Robert B. Menschel,260.1993.x1-x2,Photograph,Photography,1993-06-01,Y,49686,http://www.moma.org/collection/works/49686,52,77.5
Flea,Leonard Baskin,"(American, 1922â€“2000)",1958,Watercolor and ink on paper,"22 1/4 x 30 1/4"" (56.4 x 76.6 cm)",Gift of the artist,318.1962,Drawing,Drawings,1962-12-11,Y,36260,http://www.moma.org/collection/works/36260,56.4,76.6
